address_title,address_type,address_line1,address_line2,city,state,country,pincode,is_primary_address,is_shipping_address,gstin,gst_category,links.link_doctype,links.link_name
AMOS CORPORATION,Billing,(A DIVISION OF AMOS ENTERPRISE PVT. LTD.),"403, 4TH FLOOR, ""637"", GULBAI TEKRA, ELLIBRIDGE, AHMEDABAD - 380 006",AHMEDABAD.,Gujarat,India,,1,1,24AABCA3032E1ZH,Registered Regular,Customer,IMP-20260324-CUST-0100
BHARAT CHEMICALS,Billing,"SHREERAM EATATE, PLOR.NO.5, -97-A","NR. BATLIBOI CO, BHEWAD, SURAT",SURAT,Gujarat,India,,1,1,24AAOPP1698K1Z1,Registered Regular,Customer,IMP-20260324-CUST-0101
CHEMICAL UDYOG PVT LTD,Billing,"S3/136, KALUNGA IND ESTATE","KALUNGA, ROURKELA, ORISSA",ORISSA,Odisha,India,,1,1,21AAECC7947D1ZW,Registered Regular,Customer,IMP-20260324-CUST-0102
ADHEESHAA CARRIERS,Billing,"F-233-234, 1E.M.I.A.","UDAIPUR-313003, RAJASTHAN",UDAIPUR,Rajasthan,India,313003,1,1,08AALFA1190Q2ZY,Registered Regular,Customer,IMP-20260324-CUST-0103
SHREE JAIN BROTHERS,Billing,"F 271, MANDIA TOAD","PALI, RAJASTHAN",PALI,Rajasthan,India,,1,1,08ACZPK8580E1ZV,Registered Regular,Customer,IMP-20260324-CUST-0104
THAKUR MULTI CHEM PVT.LTD.,Billing,I G NEAR AAPNI DHANI,"PRATAP NAGAR UDAIPUR, RAJASTHAN",PRATAP NAGAR UDAIPUR,Rajasthan,India,,1,1,08AACCT6257H2Z3,Registered Regular,Customer,IMP-20260324-CUST-0105
SHITAL CHEMICALS,Billing,"B-305, SHAPATH HEXA, OPP : KARGIL PETRO PUMP","NR, SOLA OVERBRIDGE, S.G. HIGHWAY-380060, AHMEDABAD",AHMEDABAD,Gujarat,India,380060,1,1,24AHLPP7478F1ZV,Registered Regular,Customer,IMP-20260324-CUST-0106
HINDUSTAN CHEMICAL INDUSTRIES,Billing,"3701, GIDC ESTATE","ANKLESHWAR, GUJARAT",ANKLESHWAR,Gujarat,India,,1,1,24AEBPP4596H1ZA,Registered Regular,Customer,IMP-20260324-CUST-0107
WESTERN CHEMICALS,Billing,"77, UNION CO-OP INDUSTRIAL ESTATE","RAKHIYAL, AHMEDABAD - 380023",AHMEDABAD,Gujarat,India,380023,1,1,24AAAFW2857R1ZK,Registered Regular,Customer,IMP-20260324-CUST-0108
UMANG ACID CHEM PVT. LTD.,Billing,"702, M SAPPHIRE","NR. CARGO MOTORS, C.G. ROAD, NAVRANGPUR, AHMEDABAD",AHMEDABAD,Gujarat,India,,1,1,24AAACU6844K1Z3,Registered Regular,Customer,IMP-20260324-CUST-0109
CHEMICAL CORPORATION,Billing,"C-5, SHAH CHAMBERS","NR. C T M CHAR RASTA, AHMEDABAD",AHMEDABAD,Gujarat,India,,1,1,24AAAFC6449D1ZT,Registered Regular,Customer,IMP-20260324-CUST-0110
RASAYAN UDYOG,Billing,"PLOT. NO. 1213, JANGALPUR ROAD","DEOLI, GOVINDPUR, DHANBAD. JHARKHAND",DHANBAD. JHARKHAND,Jharkhand,India,,1,1,20ABDPG9317Q1ZJ,Registered Regular,Customer,IMP-20260324-CUST-0111
PATSIL INDUSTRIES,Billing,PLOT NO. 9/10,"GIDC ESTATE, NADIAD",NADIAD,Gujarat,India,,1,1,24AAQFP7524G1Z0,Registered Regular,Customer,IMP-20260324-CUST-0112
ASIAN FERTILIZERS LTD.,Billing,P.W.D OFFICER'S COLONY,"NEAR SAHAR PRESS, PARK ROAD, GORAKHPUR, UTTARPRADESH",GORAKHPUR,Uttar Pradesh,India,,1,1,09AABCA1682L1ZI,Registered Regular,Customer,IMP-20260324-CUST-0113
DASHORA ROAD LINES,Billing,"OPP: NAKODA PETRO PUMP, CHITTOD ROAD","NIMBAHAD-312601, RAJASTHAN",NIMBAHAD,Rajasthan,India,312601,1,1,08ADZPD2701K1ZC,Registered Regular,Customer,IMP-20260324-CUST-0114
GOLDEN ALKALIES AND CHEMICALS PVT LTD.,Billing,"1, INGORIYA ROAD, PADLIYA KALA","NAGDA, UJJAIN-456335, MADHYA PRADESH",NAGDA,Madhya Pradesh,India,456335,1,1,23AAFCG2542R3ZB,Registered Regular,Customer,IMP-20260324-CUST-0115
KRISHNA AUTO CENTRE,Billing,"PLOT.NO. 325, WARD 12/B","P.B.NO. 77, GANDHIDHAM, KUTCH-370201",KUTCH,Gujarat,India,370201,1,1,24AACFK6512B1ZZ,Registered Regular,Customer,IMP-20260324-CUST-0116
DEEP CHEM,Billing,"PLOT NO. 6007/4, ROKADIA CHOKDI","GIDC ESTATE, ANKLESHWAR",ANKLESHWAR,Gujarat,India,,1,1,24AKPPP8735L1ZD,Registered Regular,Customer,IMP-20260324-CUST-0117
BHARAT ACID & CHEMICALS,Billing,"PLOT NO. 31/B, 1 ST PHASE","OPP. BAUMER TECHNOLOGIES INDIA PVT LTD, N.H. NO. 48, GIDC, VAPI",VAPI,Gujarat,India,,1,1,24ACCPP2381D1ZY,Registered Regular,Customer,IMP-20260324-CUST-0118
SHREE HARI ENTERPRISE,Billing,"B/11, SNEH SUDHA SOCIETY","B/H, NUTAN MAHESHWAR SOC, SUBHANPURA, VADODARA - 390 023",VADODARA,Gujarat,India,,1,1,24ACPPP2857D1ZG,Registered Regular,Customer,IMP-20260324-CUST-0119
SHIVAM PRODUCTS,Billing,"PLOT.NO. 4797, LYKA LAB ROAD","GIDC ANKLESHWAR-393002, DIST-BHARUCH",BHARUCH,Gujarat,India,393002,1,1,24AAXFS8873L1Z1,Registered Regular,Customer,IMP-20260324-CUST-0120
SHANTI INORGO CHEM (GUJ) PVT LTD.,Billing,"PLOT.NO. 2015, PHASE-III, GIDC","VATVA, AHMEDABAD-382445.",AHMEDABAD,Gujarat,India,382445,1,1,24AANCS7800E2ZE,Registered Regular,Customer,IMP-20260324-CUST-0121
SHREEJI CHEMICALS,Billing,"272, SHYAM VIHAR-3, WELCOME PARTY PLOT","MODHERA ROAD, MEHSANA-384002, GUJARAT",MAHESANA,Gujarat,India,384002,1,1,24ADGPS0614K1ZM,Registered Regular,Customer,IMP-20260324-CUST-0122
PATEL PHOSCHEM LTD.,Billing,"4827-26, INDUSTRIAL AREA","THAMARKOTA RD, VILL:-UMARDA, TEHSIL :- GIRWA, UDAIPUR-313901",UDAIPUR UNIT,Rajasthan,India,313901,1,1,08AADCP8768Q1ZC,Registered Regular,Customer,IMP-20260324-CUST-0123
DEEPAK FERTILISERS AND PETROCHEMICALS CORP.LIMITED,Billing,K-2 TO K-6 MICD IND . AREA. TALOJA A.V.,"RAIGAD, MAHARASHTRA-410208","RAIGAD, MAHARASHTRA",Maharashtra,India,410208,1,1,27AAACD1388D1ZW,Registered Regular,Customer,IMP-20260324-CUST-0124
B.ROSHANLAL CHEMICALS,Billing,ABHISHEK NAGAR 15/2,"NEMAWAR ROAD, PALDA INDORE-452020",INDORE,Madhya Pradesh,India,452020,1,1,23AAVFB2688N1ZP,Registered Regular,Customer,IMP-20260324-CUST-0125
ACID SALES CORPORATION,Billing,9/C PATEL INDUSTRIAL ESTATE,"YAMUNA MILLROAD.PRATAPNAGAR, VADODARA",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0007
CHEMIEORGANIC CHEMICALS (INDIA) PVT LTD.,Billing,"FACT: 758 GIDC, JHAGADIA",DIST. BHARUCH-393110,BHARUCH,Gujarat,India,393110,1,1,24AAACC4434B1ZE,Registered Regular,Customer,IMP-20260324-CUST-0126
RAHUL ROADLINES,Billing,"19/C, NAGESHWAR COMPLEX","V. I. P. POAD, KARELIBAUG, VADODARA-390 022.",VADODARA,Gujarat,India,,1,1,24AHNPS0720M1Z4,Registered Regular,Customer,IMP-20260324-CUST-0127
TIRUPATI TRADING ENTERPRISES,Billing,"5-152"" JYOTHI"", NR. GOKUL DAIRY","ASHOKNAGAR, MANGLORE-57006, KARNATAKA","ASHOKNAGAR,MANGLORE-57006",Karnataka,India,,1,1,29AAPPH5620J2ZD,Registered Regular,Customer,IMP-20260324-CUST-0128
HINPRAKASH TRADELINK PVT LTD,Billing,"PLOT NO.10/6, PHASE - 1","GIDC, VATVA, AHMEDABAD",AHMEDABAD,Gujarat,India,,1,1,24AABCA2919G1Z3,Registered Regular,Customer,IMP-20260324-CUST-0129
PALVI INDUSTRIES LIMITED,Billing,"PHASE-1, Z-78/79, DAHEJ","SEZ-DAHEJ, TALUKA;-VAGRA, BHARUCH-392130",BHARUCH,Gujarat,India,392130,1,1,24AADCP8242K2Z8,Registered Regular,Customer,IMP-20260324-CUST-0130
LALIT BROTHERS,Billing,"93, DHANMANDI","RATLAM, MADHYA PRADESH",RATLAM,Madhya Pradesh,India,,1,1,23AENPM5239E1ZJ,Registered Regular,Customer,IMP-20260324-CUST-0131
VISHINE FUEL STATION,Billing,URVEY NO.42/21 PAIKI,"NEAR GIRIRAJ HOTEL, MOTALI-393010, TAL.ANKLESHWAR, DIST. BHARUCH",ANKLESHWAR,,India,393010,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0009
YOGESHWAR ACID & CHEMICALS,Billing,"GROUND FLOOR, ROOM.NO. 05","AADINATH APPARTMENT, 15 KESHAVNAGAR, UDAIPUR-313001",AHMEDABAD.,Rajasthan,India,313001,1,1,08EDDPS8257P1ZI,Registered Regular,Customer,IMP-20260324-CUST-0132
BODAL CHEMICALS LTD-X,Billing,VADODARA,GUJARAT,VADODARA,Gujarat,India,,1,1,24AAACD5352MIZN,Registered Regular,Customer,IMP-20260324-CUST-0133
GUJARAT IMPEX,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AQNPB0056C1ZI,Registered Regular,Supplier,IMP-20260324-SUP-0011
EMPIRE TYRE & TREADS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24ABBFS1621B1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0012
SWASTIK CORPORATION,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24ABBFS1621B1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0013
SINDLAL TYRES SALES & SERVICES,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AEUPP6304E1ZF,Registered Regular,Supplier,IMP-20260324-SUP-0014
LAXMI ENTERPRISE,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24ABBFS1621B1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0015
AMBICA TYRES & TRADING,Billing,ANKLESHWAR,,ANKLESHWAR,Gujarat,India,,1,1,24ABBFS1621B1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0016
BHIMANI CHEMICALS PVT.LTD,Billing,"510, ""MAHAKANT"" V.S.HOSPITAL","ELLISBRIDGE, AHMEDABAD-380 006",AHMEDABAD,Gujarat,India,,1,1,24AABCB5513F1Z8,Registered Regular,Customer,IMP-20260324-CUST-0134
LANDMARK COMPOUND,Billing,VADODARA-391740,GUJRAT.INDIA,VADODARA,Gujarat,India,391740,1,1,24AACCW1966G1ZB,Registered Regular,Supplier,IMP-20260324-SUP-0017
GUJARAT ALKALIES & CHEMICALS LTD,Billing,P.O.:PETROCHEMICALS-391346,DIST:VADODARA.(GUJARAT),VADODARA,Gujarat,India,391346,1,1,24AAACG8896M1ZX,Registered Regular,Customer,IMP-20260324-CUST-0135
HIREN CONSTRUCTION,Billing,"A1, SURUAKIRAN SOCIETY","KAILASHPATI TEMPLE, NEW SAMA ROAD, VADODARA",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0020
S. M. ENGINEERING,Billing,PLOT NO 1 BRUSHELLZ INDUSTRIAL PARK,"FERTILIZER CHOWKDI, N.H-08 VADODARA",VADODARA,Gujarat,India,,1,1,24APQPY4718J1Z6,Registered Regular,Supplier,IMP-20260324-SUP-0021
VIKRANT ENTERPRISES,Billing,9328242061,8905563033,VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0024
WESTERN CHEMAICALS,Billing,"77.UNION CO-OP, INDUSTRIAL ESTATE","OPP, GUJRAT BOTTLING CO; RAKHIAL, AHMEDABAD - 380 023",AHMEDABAD - 380 023,Gujarat,India,,1,1,24AAAFW2857R1ZK,Registered Regular,Supplier,IMP-20260324-SUP-0031
HINDALCO INDUSTRIES LTD(UNIT: RENUSAGAR),Billing,CAPTIVE POWER PLANT,"P.O.RENUSAGAR-231218, DIST: SONEBHADRA, UTTAR PRADESH","P.O.RENUSAGAR-, DIST: SONEBHADRA",Uttar Pradesh,India,231218,1,1,09AAACH1201R1ZL,Registered Regular,Customer,IMP-20260324-CUST-0136
Raj Laxmi Auto Workshop,Billing,Ankleswer,,ANKLESHWAR,Gujarat,India,,1,1,24FBKPS5268G1Z6,Registered Regular,Supplier,IMP-20260324-SUP-0034
HDFC BANK LIMITED,Billing,VADODARA,,VADODARA,Maharashtra,India,,1,1,27AAACH2702H5ZW,Registered Regular,Supplier,IMP-20260324-SUP-0044
DINESH AUTO PARTS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AABFD1839M1ZG,Registered Regular,Supplier,IMP-20260324-SUP-0045
RAMA NAND ENTERPRISES INDIA PVT LTD,Billing,31-B BARAGHATA IND.AREA JHANSI-ROAD,GWALIOR (M.P.),GWALIOR,Madhya Pradesh,India,,1,1,23AABCR5052K1ZH,Registered Regular,Customer,IMP-20260324-CUST-0137
PRAGYA TRADERS,Billing,SHOP NO 3 AGARWAL SHOPPING,"OPP.J.D.PATEL ESTATE IPCL ROAD, RANOLI-391350",VADODARA,Gujarat,India,391350,1,1,24ADHPP6672M1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0046
SHIV KRUPA STEEL SUPPLIERS,Billing,J.D.PATEL EATATE IPCL ROAD,RANOLI VADODARA,VADODARA,Gujarat,India,,1,1,24ABIPP6456C1ZO,Registered Regular,Supplier,IMP-20260324-SUP-0047
HARJIT AUTO TRADERS,Billing,GIDC RANOLI VADODARA,,VADODARA,Gujarat,India,,1,1,24AFMPS4138Q1ZP,Registered Regular,Supplier,IMP-20260324-SUP-0048
SHREE CEMENT LTD,Billing,BANGUR CITY RAS,"TEHSIL:-JAITARN, DIST: PALI. RAJASTHAN",DIST: PALI. RAJASTHAN,Rajasthan,India,,1,1,08AACCS8796G1ZR,Registered Regular,Customer,IMP-20260324-CUST-0138
MK MOTORS-VADODARA,Billing,SURVEY 46/2 PLOT NO 2,"DURGA INDUSTRIAL EATATE NH-8, SANKARDA VADODARA",VADODARA,Gujarat,India,,1,1,24AAOFM2723Q1ZT,Registered Regular,Supplier,IMP-20260324-SUP-0049
UNICHEM CORPORATION,Billing,"87, CENTRAL VENUE","GANDHI BAUGH, NAGPUR, MAHARASHTRA, PIN CODE-440018",PIN CODE,Maharashtra,India,440018,1,1,27AAGPH5417C1Z3,Registered Regular,Customer,IMP-20260324-CUST-0139
JAY CHEHR ENGINEERS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24BNGPR4499N1Z4,Registered Regular,Supplier,IMP-20260324-SUP-0051
GULJAG INDUSTRIES LTD. (BALOTRA),Billing,"SHOP, NO. 51. INDUSTRIES AREA 1ST PHASE","BALOTRA-344022, RAJASTAN",BALOTRA,Rajasthan,India,344022,1,1,08AAACG1267E1ZX,Registered Regular,Customer,IMP-20260324-CUST-0140
GAYATRI TANKS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24ACRPP9551C1ZB,Registered Regular,Supplier,IMP-20260324-SUP-0052
UTSAV STEEL TRADERS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AAAHU5754P1ZK,Registered Regular,Supplier,IMP-20260324-SUP-0057
AKSHAT COMPUTERS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AWIPS3232Q1Z1,Registered Regular,Supplier,IMP-20260324-SUP-0060
NEW CHEMACID MFG &TRADERS,Billing,"C-1B-166, PHASE - 2, B/H MEGHMANI","G.I.D.C. VATVA, AHMEDABAD","G.I.D.C. VATVA, AHMEDABAD",Gujarat,India,,1,1,24ACPPS1341D1ZS,Registered Regular,Customer,IMP-20260324-CUST-0141
MULTICHEM CORPORATION,Billing,"A-1002, 10 TH FLOOR, SANKAIP ICONIC TOWQERS","NR. ISKON CROSS ROAD, OFF S.G.HIGHWAY, ISKON AMBIL ROAD, AHMEDABAD-380058",AHMEDABAD,Gujarat,India,380058,1,1,24AADFM1147K1ZG,Registered Regular,Customer,IMP-20260324-CUST-0142
GAYATRI TANKS INDUSTRIES,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AARFG6345D1ZD,Registered Regular,Supplier,IMP-20260324-SUP-0061
TRADEX CORPORATION,Billing,"402, 637 COMPLEX, PANCHVATI 2ND LANE","GULBAI TEKRA, ELLISBRIDGE, AHMEDABAD-380 006",AHMEDABAD,Gujarat,India,,1,1,24AAAFT8597R1Z6,Registered Regular,Customer,IMP-20260324-CUST-0143
MARCKWEL ENGINEERING COMPANY,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AAAYFM5363Q2Z8,Registered Regular,Supplier,IMP-20260324-SUP-0063
SHARDA ENTERPRISES,Billing,VADODARA,,VADODARA,Rajasthan,India,,1,1,08AANPT4126F1ZI,Registered Regular,Supplier,IMP-20260324-SUP-0064
SATYAPRAKASH ENTERPRISE,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24ACKFS7948D1ZT,Registered Regular,Supplier,IMP-20260324-SUP-0065
PARTAP SINGH & SONS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AAAFP8679G1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0067
DECCAN VEHICLES PVT LTD,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AABCD4011C1ZL,Registered Regular,Supplier,IMP-20260324-SUP-0068
Yantraman Infrasolutions Pvt. Ltd.,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AAACY2868H1Z6,Registered Regular,Supplier,IMP-20260324-SUP-0070
MANMOHAN MINERALS AND CHEMICALS PVT.,Billing,PLOT.NO. 769/4 GIDC,"JHAGADIA, BHARUCH-393110",BHARUCH,Gujarat,India,393110,1,1,24AAFCM6627D1ZO,Registered Regular,Customer,IMP-20260324-CUST-0144
DIESEL WORLD SERVICE,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24ESYPK7720K1Z0,Registered Regular,Supplier,IMP-20260324-SUP-0071
ANTONY COMMERCIAL VEHICLE PVT LTD,Billing,"36, NEAR DHANSAR BUS STOP","TALOJA, MAHARASHTRA",TALOJA,Maharashtra,India,,1,1,27AAJCA4028Q1Z8,Registered Regular,Supplier,IMP-20260324-SUP-0075
SHREE SHYAM TRADERS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24ANWPC0456F1Z4,Registered Regular,Supplier,IMP-20260324-SUP-0077
SANJOG MOTORS,Billing,MAHARASHTRA,,MAHARASHTRA,Gujarat,India,,1,1,24APSPB3884Q,Registered Regular,Supplier,IMP-20260324-SUP-0078
CROMA INFINITI RETAIL LTD,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AACCV1729H1ZX,Registered Regular,Supplier,IMP-20260324-SUP-0079
RUSHI TRADING,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AEDPV7589Q1ZC,Registered Regular,Supplier,IMP-20260324-SUP-0080
SUBEDAR AUTOMOBILES,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AVQPS8710E1ZB,Registered Regular,Supplier,IMP-20260324-SUP-0081
SHRIHARI ENTERPRISE,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AAIPS7082A1ZL,Registered Regular,Supplier,IMP-20260324-SUP-0082
DHRUV MOTORS (I) PVT LTD,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AADCD5472B1ZC,Registered Regular,Supplier,IMP-20260324-SUP-0083
VIPUL ENTERPRISE,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AAWPP0032D1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0086
GUJARAT AUTO CENTER,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24ADDPV4656M1Z0,Registered Regular,Supplier,IMP-20260324-SUP-0088
SHREE AMBICA FABRICATION WORKS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AIPSPC9019PIZO,Registered Regular,Supplier,IMP-20260324-SUP-0089
SHREE KUBER ENTERPRISE,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AENPK9166Q1ZK,Registered Regular,Supplier,IMP-20260324-SUP-0092
SHREEJI INDUSTRIES,Billing,"S-19, JAMES PLAZA SQUARE, NR.ASIANPAINT CHOWKADI","GIDC, ANKLESHWAR, DIST: BHARUCH",ANKLESHWAR,Gujarat,India,,1,1,24ADMFS6354C1Z1,Registered Regular,Customer,IMP-20260324-CUST-0145
DISHANT ROAD LINES,Billing,"CHITTOR ROAD, MANGROL, OPP: NAKODA PETROL PUMP","TEH: NIMBAHERA-312601, RAJASTHAN",TEH: NIMBAHERA,Rajasthan,India,312601,1,1,08CBAPD4887R1ZY,Registered Regular,Customer,IMP-20260324-CUST-0146
AUTOMOTIVE MANUFACTURERS PVT. LTD.,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AAACA3428K1ZX,Registered Regular,Supplier,IMP-20260324-SUP-0093
BEC FERTILIZERS LIMITED,Billing,"PLOIT NO, 912 & 912-A, GIDC","JHAGADIA-393110, DIST, BHARUCH",JHAGADIA,Gujarat,India,393110,1,1,24AACCB9905E1ZX,Registered Regular,Customer,IMP-20260324-CUST-0147
SHREE KRISHNA AGENCIES,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AAFFS3543K1Z4,Registered Regular,Supplier,IMP-20260324-SUP-0095
SUMIT CHEMTEX,Billing,"M.D.NAGAR .PLOT.NO. 14, TANAWADA FANTA","SALAWAS ROAD, JODHPUR, RAJASTHAN.","SALAWAS ROAD, JODHPUR",Rajasthan,India,,1,1,08ACLPT8130F2ZB,Registered Regular,Customer,IMP-20260324-CUST-0148
VAISHALI CHEMICALS,Billing,77/2-UNION CO-OP,"INDUSRIAL ESTATE, OPP, GUJRAT BOTTKLING CO, AHMEDABAD-380 023",AHMEDABAD-380 023,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0098
HIND ACID & CHEMICALS,Billing,PLOT NO.264 NEAR NARAYAN SILK MILLS,"GIDC PANDESARA, SURAT - 394 221",SURAT - 394 221,Gujarat,India,,1,1,24ABTPP7707R1ZM,Registered Regular,Supplier,IMP-20260324-SUP-0099
BHARAT TANKER TRANSPORT COMPANY,Billing,"35-A, CENTRAL AREA OPP","AVARIMATA MANDIR, UDAIPUR-313 002",UDAIPUR-313 002,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0100
NARESH VYAS,Billing,MUMBAI-400037,,MUMBAI,Maharashtra,India,400037,1,1,27AACP8761D2ZD,Registered Regular,Supplier,IMP-20260324-SUP-0101
NRN ENTERPRISES-OWNER,Billing,C-28 PRATAP NAGAR,UDAIPUR,UDAIPUR,Rajasthan,India,,1,1,08AZUPT6571E1ZL,Registered Regular,Supplier,IMP-20260324-SUP-0102
SHREEJI CHEMICALS-,Billing,272 SHYAMVIHAR BUNGLOWS-3,"B/H WELCOME PARTY PLOT, MODHERA ROAD, MEHSANA-384002",MEHSANA,Gujarat,India,384002,1,1,24ADGPS0614K1ZM,Registered Regular,Supplier,IMP-20260324-SUP-0103
SHREEJI DIESELS,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24ABBFD1621B1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0106
BRAHAMANI SERVICE STATION,Billing,"PLOT NO. 36, 39, 40, 41","LALA NAGA BESIDE RELIANCE GAS GODOWN, RAJPIPLA CHOKADI, NKLESHWAR",ANKLESHWAR,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0107
MAHESHBHAI MELABHAI SOLANKI,Billing,G.I.D.C RANOLI,,VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0108
RELIABLE AUTO WORKSHOP,Billing,SHOP NO 1 PAL COMPLEX NR. KING FISHERHOTEL,N.H NO 08 ANKLESHWAR-393002,ANKLESHWAR,Gujarat,India,393002,1,1,24AAYFR3032M1ZQ,Registered Regular,Supplier,IMP-20260324-SUP-0109
RAJU SEAT CENTRE,Billing,NH NO 8 RANOLI,DIST VADODARA,VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0110
Pradeep Kumar & Company,Billing,"4-CKSB, NEA KUMAWATO KA NOHAR, CHITTORGARH(RJ)",,"4-CKSB,NEA KUMAWATO KA NOHAR, CHITTORGARH(RJ)",Rajasthan,India,,1,1,08ACIPB6020F1Z4,Registered Regular,Supplier,IMP-20260324-SUP-0112
SHEE KRISHNA AGENCIS,Billing,A-37 RAJLAXMI COMPLEX OLD PADRA ROAD VADODARA -390007,,VADODARA,Gujarat,India,390007,1,1,24AAFFS3543K1Z4,Registered Regular,Supplier,IMP-20260324-SUP-0113
MAHAVIR BUSINESS CENTRE,Billing,G-1 MANSHI COMPLEX,KOTHI POLE RAOPURA VADODARA,VADODARA,Gujarat,India,,1,1,24BGHPS2980R1ZJ,Registered Regular,Supplier,IMP-20260324-SUP-0114
PATEL MOTIRS COMPUTEISED WHEEL ALIGNMENT & BLALNCING,Billing,"E-1, HANGANGA APPATMENT OPP","WAGHESHWARI SOCIETY NEAR VRUNDAVAN CHAR RASTA, AJWA-WAGHODIYA RING ROAD VADODARA",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0115
SATYAM TYRE WORKS,Billing,OPP.CNG GAS STATION N.H 8 DASHRATH VADOAA,,VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0116
AIRMAX PNEUMATIC CONTOLS,Billing,AEKWAD COMPLEX LEHIPUA NEW ROAN BARODA,,VADODARA,Gujarat,India,,1,1,24AAVFA3135D1ZP,Registered Regular,Supplier,IMP-20260324-SUP-0117
JSL LUBETECH,Billing,KALUPURA VADODARA -390006,,VADODARA,Gujarat,India,390006,1,1,24ATWPC9723F1ZG,Registered Regular,Supplier,IMP-20260324-SUP-0118
"GSFC LTD,SIKKA UNIT",Billing,SIKKA UNIT,"P.O.MOTI KHAVDI, DIST: JAMNAGAR",DIST: JAMNAGAR,Gujarat,India,,1,1,24AAACG7996C1ZJ,Registered Regular,Customer,IMP-20260324-CUST-0149
SHREE AMBICA AUTO SALES & SERVICE,Billing,PLOT NO 10/B RANOLI G.I.D.C. ESTATE ANOLI CHAR RASTS,AT. & PO. RANOLI DIST VADODARA,VADODARA,Gujarat,India,,1,1,24AAEFA0874G1ZS,Registered Regular,Supplier,IMP-20260324-SUP-0119
DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD,Billing,"PLOT.NO. D-II/7A, DAHEJ IND. ESTATE","VILL: RAHIYAD, TAL: VAGRA, BHARUCH-392130",BHARUCH,Gujarat,India,392130,1,1,24AAACD1388D2Z1,Registered Regular,Customer,IMP-20260324-CUST-0150
THE MERCHANTRY CORPORATION,Billing,"22, Technocrat Housing Society","Near Neel Kanth Mahadev, Benind UIT Office, Udaipur",Udaipur,Rajasthan,India,,1,1,08BCXPM0339L1ZY,Registered Regular,Customer,IMP-20260324-CUST-0151
R.K. TRADING CO.,Billing,"89/2, HIRABHAI MARKET, DIWAN BALLUBHAI ROAD","MANINAGAR, AHMEDABAD-380008","MANINAGAR, AHMEDABAD",Gujarat,India,380008,1,1,24AABFR0845B1ZT,Registered Regular,Customer,IMP-20260324-CUST-0155
